,session_id,track_id,skip_1,skip_2,skip_3,not_skipped,context_switch,hist_user_behavior_reason_start,hist_user_behavior_reason_end,hist_user_behavior_is_shuffle,skip_score,liking,rating
3168,0_096fae4b-eab3-4883-8f15-2859060405c4,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.2,0,0,1.0,0.3,1,0.2,2.3,2.5
3169,0_0981f90d-34ec-4772-9dc9-6a6ab59306dd,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3173,0_099ddbf0-2190-436a-9464-9ce024c867ea,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.2,0,0,0.3,0.3,0,0.2,0.6,0.8
3174,0_09a2bb96-667b-49d9-ad0d-49275f5cdee4,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3179,0_09bbc9f8-f5e3-4b68-8609-4756e8f672a5,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.9,0,-1.3,1.2,-0.10000000000000009
3181,0_09c22678-a192-4a8f-aa12-8f6719b8b22b,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3183,0_09c9afb5-517c-4163-a286-bb85102a7dfb,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3189,0_09eb2a4b-ca04-4e8b-a6de-200405157b66,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,0.3,1.0,0,1.0,1.3,2.3
3193,0_0a1145cf-9293-406c-a848-fb6fb6ba0fa6,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.2,0,0,0.3,0.4,0,0.2,0.7,0.8999999999999999
3194,0_0a1437f3-0109-45a0-91c1-c43ce21b299b,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,-0.5,0.2,0,0,1.0,0.3,0,-0.3,1.3,1.0
3195,0_0a1d9036-c351-42d8-9e0f-a6d444b2eeac,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
3196,0_0a2efc96-fa0d-4859-93dd-04963fcace63,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3197,0_0a3629b2-2489-451c-b570-cbd8b15b12a0,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3198,0_0a371a4f-0690-4014-94f9-05fa7db0d243,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3199,0_0a3a5204-05bc-4fa0-978c-08b5eddc6991,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.2,0,0,1.0,0.3,0,0.2,1.3,1.5
3200,0_0a3ff732-f461-4e82-abac-7b78137d05a6,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.2,0,0,1.0,0.3,1,0.2,2.3,2.5
3202,0_0a5c15bb-55b7-4bad-a173-44df6b7d964e,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.2,0,0,1.0,0.3,0,0.2,1.3,1.5
3212,0_0abaf478-2dd1-41f9-8360-2840a47532d6,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3213,0_0ac1d286-5abe-4c5e-9ccb-2b9c20cd3cfe,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,-0.5,0.2,0,0,0.2,0.4,0,-0.3,0.6000000000000001,0.3000000000000001
3216,0_0aca545d-91e9-4814-b3a0-c178e85bb502,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3217,0_0aebd7aa-bb2b-4342-8b39-3865314222ef,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,0.3,1.0,0,1.0,1.3,2.3
3219,0_0b034b67-8ab8-4d0c-83bf-a100ce48a6d7,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.9,0.9,0,-1.3,1.8,0.5
3223,0_0b2145e3-58fb-4c3b-b537-c33dd8ac65d5,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3235,0_0b8d50ec-2a95-4acf-b079-7d10f71632dc,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3236,0_0bc6c472-17d0-4277-b474-6ff12fbd23f9,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3240,0_0be87240-4e4d-421a-a9a0-33de227df9b2,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3241,0_0bf0b69c-4463-43be-ac48-fce0d8d9e7ec,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3243,0_0c115aff-c7bf-4213-b5d5-6dcbe4370226,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3244,0_0c1b9d88-578c-4d79-97af-53b7c5d42544,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3247,0_0c33a5e5-9bee-49d0-b60a-c52bd222f0cc,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3248,0_0c34b5ab-2958-49c4-9ffb-a07d52080809,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3251,0_0c3a1905-3f01-4915-8718-587b9229f42d,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,0.3,1.0,0,1.0,1.3,2.3
3253,0_0c58add4-851c-48b8-aa85-58877983973d,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,-0.5,0.2,0,0,0.3,0.3,0,-0.3,0.6,0.3
3254,0_0c647d42-294d-4173-8507-f8ffad6c3344,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.2,0,0,1.0,0.4,0,0.2,1.4,1.5999999999999999
3266,0_0ca326c2-fadb-463e-8fc9-cdc11de801e6,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3269,0_0ca3fc34-942c-4acf-b23b-43746d5d9ded,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3270,0_0cad1292-53f8-4ae0-8739-7ae29c50e032,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,0,0,0.2,0.4,0,0.0,0.6000000000000001,0.6000000000000001
3276,0_0ccdf5f8-d0f5-4be9-8e6d-942b610d2703,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.2,0,0,0.2,0.4,0,0.2,0.6000000000000001,0.8
3279,0_0cf5664b-69eb-4043-8505-d16522a0f2b5,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3280,0_0d096ed9-842b-4201-908c-4333fd079eb3,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3281,0_0d1ebe75-2259-417a-8e10-9d57c7b884b4,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3282,0_0d22bf45-a8d3-442b-9a2f-342098200e15,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,0.3,1.0,0,1.0,1.3,2.3
3283,0_0d2e85cf-6938-42d2-a5f1-492c1cfe2568,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.4,0,-1.3,0.7,-0.6000000000000001
3287,0_0d3b4e2f-f86c-41ca-a252-0a1dc156a181,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3289,0_0d45b4a2-01d3-41b7-8f69-74659a1cf887,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3294,0_0d7f2ce6-f0be-4379-a873-969273968cc2,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3296,0_0d8dbb76-76b8-453e-aac6-357e3de5ead3,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.2,0,0,1.0,0.3,0,0.2,1.3,1.5
3297,0_0d97fdd0-54eb-474f-9251-d671fb2a2e81,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3298,0_0d9a5a0e-22f3-4358-8a6e-eed190e9acf7,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
3300,0_0da2555e-d8ad-4d85-98e5-e95247f3bfa8,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3301,0_0da624e8-56f9-4627-bf09-eee17df20658,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3303,0_0dacca24-4f13-40a2-a2c6-0df6afc3ce99,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3306,0_0dcb36d6-a631-4e5c-a370-f290f9f57af1,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3307,0_0dde6960-80b0-49bc-b4d7-1f1c6c0a24b9,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.2,0.4,0,-1.3,0.6000000000000001,-0.7
3312,0_0df5ac43-5ed7-4e0f-a952-5256a36085e1,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.9,0,-1.3,1.2,-0.10000000000000009
3314,0_0df90454-3f28-4bfe-9385-de8fe29dfcc6,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3315,0_0dfd442f-d4d9-4b5d-9052-0279e46177df,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
3316,0_0e01d081-07fb-473d-b973-a27cb46a8f78,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3319,0_0e28ed9a-fda3-4115-8f5c-0fa1d7ecdde2,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.2,0,0,0.3,0.9,0,0.2,1.2,1.4
3320,0_0e300b5c-da05-4b04-b8b6-32880f983054,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,0.3,1.0,0,1.0,1.3,2.3
3322,0_0e44a8ae-f51e-4dbb-9c61-6a2e55586e59,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
3323,0_0e45e958-a30d-4918-9359-00c87d25fae3,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3327,0_0e812b49-f912-4b8a-a6af-28eb1c851481,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3328,0_0e852897-bc85-4224-b840-fab30f925a1c,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.2,0,0,1.0,0.3,1,0.2,2.3,2.5
3330,0_0e8786ca-9557-4e5f-812a-6aa9edea8bd8,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3331,0_0e8fec4e-e3a6-446f-a29e-296cec1709a2,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3333,0_0ea30f06-e4b2-4890-9a5c-8f4bc271baeb,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3335,0_0ea9c6c6-25aa-48d5-b25f-a08e582238e0,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
3341,0_009d9555-8977-449b-8fdc-d6df0bab10b7,t_36ade65b-c65b-46d1-bf77-36ed5c7f6f6b,0,0.0,0.0,1,0,0.2,1.0,1,1.0,2.2,3.2
3342,0_022e00d8-6556-4643-a07f-d3cc310dc0d5,t_36ade65b-c65b-46d1-bf77-36ed5c7f6f6b,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3343,0_03f472d3-4154-44f2-9339-e32fe283cfbc,t_36ade65b-c65b-46d1-bf77-36ed5c7f6f6b,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3356,0_02b75c36-577c-487a-871c-fbad66253a1b,t_23cfd32e-4156-4e6c-b499-8743b71e1644,0,0.0,0.0,1,0,0.3,1.0,0,1.0,1.3,2.3
3358,0_05790f88-769a-4fc0-be20-8921ad146c2c,t_23cfd32e-4156-4e6c-b499-8743b71e1644,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
3361,0_0b54f4d2-8303-456f-9b28-13fe930a3b13,t_23cfd32e-4156-4e6c-b499-8743b71e1644,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3365,0_0055188e-a2cd-4e50-9dd2-d332a9fb0eaa,t_77c7ee6a-2f27-43cc-830e-ddd960b3c642,0,0.0,0.2,0,0,1.0,0.3,0,0.2,1.3,1.5
3369,0_07b1c77a-956c-4f24-a61c-2a51ccc2e8a9,t_77c7ee6a-2f27-43cc-830e-ddd960b3c642,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3370,0_09d84047-3fdb-4962-8ebc-dd47281c3ec4,t_77c7ee6a-2f27-43cc-830e-ddd960b3c642,0,-0.5,0.2,0,0,0.5,0.3,1,-0.3,1.8,1.5
3411,0_000c1daa-7619-472c-93a0-73ae43fe8508,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3415,0_000d5fd5-923d-451b-be5e-fd5961cff3ea,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.9,0.9,0,-1.3,1.8,0.5
3418,0_001254f5-ccf0-4a48-8484-e6703e3d1f63,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,0,0,0.2,0.3,1,0.0,1.5,1.5
3423,0_00225fdd-3b93-49de-8b71-2ccf0703e61b,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.2,0,0,0.5,0.4,0,0.2,0.9,1.1
3424,0_0022f275-b84c-4bab-a0b7-ae5d4799b8fe,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,0,0.3,0.3,0,1.0,0.6,1.6
3425,0_00250620-2a55-42f5-bf93-1b1b51b5fb31,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,1,0.2,1.0,1,1.0,2.2,3.2
3429,0_0030ab51-b6f8-40a4-9293-2e6809c1c2f5,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,-0.5,0.2,0,0,1.0,0.3,0,-0.3,1.3,1.0
3430,0_0033a562-767b-4694-9b2f-6c6817ec09f7,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,0,0.2,1.0,1,1.0,2.2,3.2
3431,0_0041b798-0da7-4913-b7b8-13f6be091ce6,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,0,0.9,1.0,0,1.0,1.9,2.9
3433,0_0053873b-58f3-4bd7-83ac-b549498b7e0e,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.3,0.9,1,-1.3,2.2,0.9000000000000001
3435,0_0054240b-3473-48ec-8e25-fdf448b65231,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.2,0,0,0.2,0.4,0,0.2,0.6000000000000001,0.8
3444,0_005f25c7-cd64-41a3-818c-bf4c7713a22e,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,1,0.2,0.3,0,-1.3,0.5,-0.8
3446,0_006a840f-a9d4-4696-bf27-c2067f8b2f87,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,-0.5,0.2,0,0,1.0,0.3,0,-0.3,1.3,1.0
3447,0_006c94a3-a712-4783-95bb-a3350b6e368b,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.2,0,0,0.2,0.4,0,0.2,0.6000000000000001,0.8
3448,0_006cad62-b283-4f84-b891-091770d69f6b,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,0,0.2,1.0,0,1.0,1.2,2.2
3450,0_0078aaa8-8e57-4f5c-9a4e-caf9194a7bb6,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,-0.5,0.2,0,0,1.0,1.0,0,-0.3,2.0,1.7
3452,0_0080e92f-4893-459e-a319-4cc9040687d2,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.2,0,0,1.0,0.3,0,0.2,1.3,1.5
3453,0_00871f61-775b-4c8a-99f2-210f88f30e10,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,1,0.2,1.0,0,1.0,1.2,2.2
3454,0_00873a9b-8ee5-413e-8c43-b97ae18b64b2,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,-0.5,0.2,0,0,0.2,0.4,0,-0.3,0.6000000000000001,0.3000000000000001
3457,0_0089b32c-db48-43d1-b094-acc03a999473,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.9,0.9,0,-1.3,1.8,0.5
3459,0_008a1b8d-850d-4ad5-8120-959a3d71d214,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,0,0,0.3,0.9,0,0.0,1.2,1.2
3462,0_009b5e59-9640-4d8f-8ebb-2d7bf872647b,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.2,0,0,0.3,0.3,0,0.2,0.6,0.8
3463,0_00aa5b8c-b6f7-4cdd-a31f-4f9d5fd3c0bb,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.9,0.9,0,-1.3,1.8,0.5
3470,0_00b601a3-693e-492b-ab44-54e43fe4dbb3,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,1.0,0.9,0,-1.3,1.9,0.5999999999999999
3475,0_00be79a5-3c7a-4ceb-bc15-813894d637b9,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.2,0,0,0.2,0.3,0,0.2,0.5,0.7
3477,0_00bf38be-7c34-4727-b7c7-00d70a0d0dce,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3478,0_00c0b658-5d1b-459a-b040-24ab9f57a89f,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,0,0.2,1.0,0,1.0,1.2,2.2
3481,0_00c65cef-64dd-4833-9f9c-7f1ac67c950c,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,1,0.2,1.0,0,1.0,1.2,2.2
3482,0_00c79d43-301d-4f8d-8e01-c5d15aec76ff,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.2,0,0,0.9,0.3,1,0.2,2.2,2.4000000000000004
3484,0_00cabf2b-3b86-488d-878d-dd17077a2b11,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3488,0_00d96bba-ba46-401a-8176-fea6db67d5dc,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.2,0,0,0.2,0.4,0,0.2,0.6000000000000001,0.8
3489,0_00db1d3c-a118-4be1-8791-be7cadb24edf,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.2,0,0,1.0,0.3,0,0.2,1.3,1.5
3493,0_00e34d46-f353-4fed-ad4f-c43c4b96a23b,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,0,0.3,1.0,1,1.0,2.3,3.3
3495,0_00e6e2d7-ca9d-4cd8-8c5f-5eca0e4e9510,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.3,0.3,1,-1.3,1.6,0.30000000000000004
3498,0_01018135-be10-4e7e-9da2-eea7ef0ed455,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3502,0_010af093-ee1c-4f15-83bd-cbb4098ca9c7,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,-0.5,0.2,0,0,0.2,0.3,0,-0.3,0.5,0.2
3504,0_010eea28-8919-4f17-9282-c55a5c17b6ae,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,-0.5,0.2,0,0,0.2,0.3,0,-0.3,0.5,0.2
3505,0_0111be80-f1d5-4145-afef-b656a18d3295,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,0,1.0,1.0,0,1.0,2.0,3.0
3508,0_01151fca-8196-4195-9242-a4ab60a91148,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,0,0.2,0.3,0,1.0,0.5,1.5
3515,0_012c2631-8c9c-46d7-afc9-eb04a362e41e,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.2,0,0,0.2,0.3,0,0.2,0.5,0.7
3516,0_012c5d88-353e-4c81-aaeb-823f3be36be6,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.2,0,0,0.3,0.3,0,0.2,0.6,0.8
3522,0_01396e08-3101-4d8d-9520-8e64560b3bfe,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,1,0.2,1.0,0,1.0,1.2,2.2
3524,0_013dbf77-7b23-4e9a-82bf-708c04c46661,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,-0.5,0.2,0,0,0.2,0.4,0,-0.3,0.6000000000000001,0.3000000000000001
3532,0_01524cd0-2654-45a1-9021-75b460eee822,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3535,0_0157bd7a-b9ed-45c5-93df-1ed880181d11,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.2,0,0,1.0,0.9,0,0.2,1.9,2.1
3536,0_015a70a3-fec8-4a69-a784-b5a718f84913,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,-0.5,0.2,0,0,1.0,0.4,0,-0.3,1.4,1.0999999999999999
3538,0_015c515b-f215-41be-a389-868dceebfac0,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.9,0.9,0,-1.3,1.8,0.5
3541,0_016c68b8-44a5-470f-bdcc-8406839c4d85,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.3,0.9,0,-1.3,1.2,-0.10000000000000009
3543,0_017e486d-6410-4ed9-a854-331a9babf05f,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.2,0.4,0,-1.3,0.6000000000000001,-0.7
3546,0_01832405-735f-443e-8461-7183f50a023f,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3548,0_018ce313-9258-47ca-b913-13655fe99c32,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3550,0_0197015d-334a-4b7c-af04-3ecaa026fe06,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.9,0.9,0,-1.3,1.8,0.5
3552,0_01972d13-3de9-4459-88ee-c5d82378ce42,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,0,1.0,1.0,1,1.0,3.0,4.0
3553,0_0199dd8c-c8d7-4d8a-9d7d-c1028765af0c,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.2,0,0,0.2,0.4,0,0.2,0.6000000000000001,0.8
3561,0_01b7e1b6-e456-4d68-9d0e-8f1e428b2cde,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,-0.5,0.2,0,0,1.0,0.3,0,-0.3,1.3,1.0
3565,0_01bd93d3-2e48-48b9-b7b3-b7b61bef4e2b,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,-0.5,0.2,0,1,0.2,0.4,0,-0.3,0.6000000000000001,0.3000000000000001
3566,0_01c13320-96f9-4098-be44-33659ccbd961,t_bacf06d3-9185-4183-84ea-ff0db51475ce,-1,-0.5,0.2,0,0,0.3,0.3,0,-1.3,0.6,-0.7000000000000001
3568,0_01c2dd0e-e8c9-492c-8bf1-9b26681ae9b1,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,0,0.2,1.0,1,1.0,2.2,3.2
3570,0_01c815d5-c9d4-44e9-a19e-f35d2b35320f,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,0,0.2,1.0,0,1.0,1.2,2.2
3574,0_01d57344-6802-4f09-8822-a51b31164c39,t_bacf06d3-9185-4183-84ea-ff0db51475ce,0,0.0,0.0,1,1,0.2,1.0,0,1.0,1.2,2.2
